bin,left,right,data,expected
0,-6.0,-5.989996878801018,0.0,0.817470408001455
1,-5.989996878801018,-5.9799937576020366,0.0,0.8365175547440362
2,-5.9799937576020366,-5.969990636403055,3.0,0.8560084970588822
3,-5.969990636403055,-5.959987515204073,0.0,0.8759535754030034
4,-5.959987515204073,-5.949984394005091,1.0,0.8963633709537344
5,-5.949984394005091,-5.93998127280611,1.0,0.9172487110619443
6,-5.93998127280611,-5.929978151607128,2.0,0.9386206754842785
7,-5.929978151607128,-5.919975030408146,1.0,0.9604906026154003
8,-5.919975030408146,-5.9099719092091645,0.0,0.9828700941621715
9,-5.9099719092091645,-5.899968788010183,1.0,1.0057710233234696
10,-5.899968788010183,-5.889965666811201,1.0,1.029205537906308
11,-5.889965666811201,-5.879962545612218,0.0,1.0531860708427443
12,-5.879962545612218,-5.869959424413237,3.0,1.077725344474545
13,-5.869959424413237,-5.859956303214255,1.0,1.1028363752273673
14,-5.859956303214255,-5.849953182015273,0.0,1.1285324864647572
15,-5.849953182015273,-5.8399500608162915,0.0,1.1548273084881489
16,-5.8399500608162915,-5.82994693961731,1.0,1.1817347913908627
17,-5.82994693961731,-5.819943818418328,4.0,1.2092692097322866
18,-5.819943818418328,-5.809940697219346,1.0,1.2374451695491473
19,-5.809940697219346,-5.799937576020365,3.0,1.266277619261933
20,-5.799937576020365,-5.789934454821383,1.0,1.2957818535700438
21,-5.789934454821383,-5.779931333622401,2.0,1.3259735239686998
22,-5.779931333622401,-5.7699282124234195,1.0,1.3568686480973025
23,-5.7699282124234195,-5.759925091224438,5.0,1.388483614413616
24,-5.759925091224438,-5.749921970025456,0.0,1.420835195047765
25,-5.749921970025456,-5.739918848826474,3.0,1.453940551644961
26,-5.739918848826474,-5.729915727627493,1.0,1.4878172462719252
27,-5.729915727627493,-5.719912606428511,1.0,1.5224832511547648
28,-5.719912606428511,-5.709909485229529,2.0,1.5579569541321847
29,-5.709909485229529,-5.699906364030547,2.0,1.5942571750151213
30,-5.699906364030547,-5.689903242831566,1.0,1.6314031694818931
31,-5.689903242831566,-5.679900121632584,2.0,1.669414643490259
32,-5.679900121632584,-5.669897000433602,3.0,1.708311760678205
33,-5.669897000433602,-5.6598938792346205,0.0,1.748115155996972
34,-5.6598938792346205,-5.649890758035639,3.0,1.788845942722328
35,-5.649890758035639,-5.639887636836656,7.0,1.8305257292037158
36,-5.639887636836656,-5.6298845156376744,3.0,1.8731766243174652
37,-5.6298845156376744,-5.619881394438693,3.0,1.916821253047396
38,-5.619881394438693,-5.609878273239711,1.0,1.9614827685597858
39,-5.609878273239711,-5.599875152040729,2.0,2.007184861551732
40,-5.599875152040729,-5.5898720308417476,0.0,2.053951775831755
