bin,left,right,data,expected
0,-6.0,-5.9749964726175895,0.0,0.41583579176298624
1,-5.9749964726175895,-5.949992945235178,1.0,0.4404791356461768
2,-5.949992945235178,-5.924989417852768,1.0,0.4665828942872263
3,-5.924989417852768,-5.899985890470356,0.0,0.4942336152118276
4,-5.899985890470356,-5.874982363087946,2.0,0.5235229746908221
5,-5.874982363087946,-5.849978835705534,1.0,0.554548079614392
6,-5.849978835705534,-5.824975308323124,0.0,0.5874117946847335
7,-5.824975308323124,-5.799971780940713,0.0,0.6222230781780613
8,-5.799971780940713,-5.774968253558302,0.0,0.6590973461412153
9,-5.774968253558302,-5.749964726175891,1.0,0.6981568548954753
10,-5.749964726175891,-5.72496119879348,1.0,0.7395311041846764
11,-5.72496119879348,-5.699957671411069,0.0,0.7833572695369551
12,-5.699957671411069,-5.674954144028658,2.0,0.8297806544917652
13,-5.674954144028658,-5.649950616646247,0.0,0.8789551743776158
14,-5.649950616646247,-5.624947089263837,1.0,0.9310438646292596
15,-5.624947089263837,-5.5999435618814255,1.0,0.9862194222136633
16,-5.5999435618814255,-5.574940034499015,0.0,1.0446647797752462
17,-5.574940034499015,-5.549936507116604,1.0,1.106573707826204
18,-5.549936507116604,-5.524932979734193,0.0,1.172151461731068
19,-5.524932979734193,-5.4999294523517825,2.0,1.241615459462957
20,-5.4999294523517825,-5.474925924969371,0.0,1.3151960037645472
21,-5.474925924969371,-5.449922397586961,3.0,1.393137044039583
22,-5.449922397586961,-5.424918870204549,2.0,1.475696985765227
23,-5.424918870204549,-5.399915342822139,2.0,1.5631495482042812
24,-5.399915342822139,-5.374911815439727,1.0,1.6557846708067947
25,-5.374911815439727,-5.349908288057317,0.0,1.7539094741437822
26,-5.349908288057317,-5.324904760674906,1.0,1.8578492769311161
27,-5.324904760674906,-5.299901233292495,4.0,1.967948678491953
28,-5.299901233292495,-5.274897705910084,3.0,2.0845726957512722
29,-5.274897705910084,-5.249894178527673,1.0,2.208107976964886
30,-5.249894178527673,-5.224890651145262,5.0,2.338964081666015
31,-5.224890651145262,-5.199887123762851,2.0,2.4775748389043972
32,-5.199887123762851,-5.1748835963804405,1.0,2.6243997845569567
33,-5.1748835963804405,-5.14988006899803,3.0,2.7799256862793698
34,-5.14988006899803,-5.124876541615619,2.0,2.9446681529824037
35,-5.124876541615619,-5.099873014233208,1.0,3.1191733490878137
36,-5.099873014233208,-5.074869486850797,1.0,3.304019800709801
37,-5.074869486850797,-5.049865959468386,1.0,3.499820314016815
38,-5.049865959468386,-5.024862432085975,4.0,3.707224007331762
39,-5.024862432085975,-4.999858904703564,7.0,3.9269184624238296
40,-4.999858904703564,-4.974855377321154,4.0,4.159632000834654
41,-4.974855377321154,-4.949851849938742,7.0,4.40613610042992
42,-4.949851849938742,-4.924848322556332,3.0,4.6672479502288144
43,-4.924848322556332,-4.89984479517392,2.0,4.943833160260485
44,-4.89984479517392,-4.87484126779151,5.0,5.236808627226535
45,-4.87484126779151,-4.849837740409098,8.0,5.547145575055792
46,-4.849837740409098,-4.824834213026688,4.0,5.87587277346747
47,-4.824834213026688,-4.799830685644277,7.0,6.224079942722542
48,-4.799830685644277,-4.774827158261866,6.0,6.59292137066084
49,-4.774827158261866,-4.7498236308794555,8.0,6.983619730727932
50,-4.7498236308794555,-4.724820103497044,8.0,7.397470135658635
51,-4.724820103497044,-4.6998165761146335,6.0,7.8358444299332675
52,-4.6998165761146335,-4.674813048732222,6.0,8.300195729186477
53,-4.674813048732222,-4.649809521349812,13.0,8.79206323850886
54,-4.649809521349812,-4.624805993967401,11.0,9.313077348083333
55,-4.624805993967401,-4.59980246658499,9.0,9.864965034201315
56,-4.59980246658499,-4.574798939202579,8.0,10.4495555792918
57,-4.574798939202579,-4.549795411820168,13.0,11.068786629659964
58,-4.549795411820168,-4.524791884437757,9.0,11.724710611579688
59,-4.524791884437757,-4.499788357055346,9.0,12.419501527163277
60,-4.499788357055346,-4.474784829672935,15.0,13.155462156105902
61,-4.474784829672935,-4.449781302290525,11.0,13.935031673042634
62,-4.449781302290525,-4.424777774908113,16.0,14.760793729596982
63,-4.424777774908113,-4.399774247525703,18.0,15.635485001120934
64,-4.399774247525703,-4.3747707201432915,20.0,16.56200424876345
65,-4.3747707201432915,-4.349767192760881,16.0,17.54342190933189
66,-4.349767192760881,-4.32476366537847,15.0,18.58299025929871
67,-4.32476366537847,-4.299760137996059,25.0,19.68415417476621
68,-4.299760137996059,-4.2747566106136485,28.0,20.85056252595136
69,-4.2747566106136485,-4.249753083231237,23.0,22.086080252932547
70,-4.249753083231237,-4.224749555848827,24.0,23.394801143302452
71,-4.224749555848827,-4.199746028466415,27.0,24.781061375607656
72,-4.199746028466415,-4.174742501084005,27.0,26.249453851945752
73,-4.174742501084005,-4.149738973701593,24.0,27.804843387885185
74,-4.149738973701593,-4.124735446319183,38.0,29.45238278853193
75,-4.124735446319183,-4.099731918936772,36.0,31.197529879297633
76,-4.099731918936772,-4.074728391554361,40.0,33.04606554044812
77,-4.074728391554361,-4.04972486417195,34.0,35.00411280308054
78,-4.04972486417195,-4.024721336789539,30.0,37.07815707508376
79,-4.024721336789539,-3.9997178094071284,41.0,39.275067553172214
80,-3.9997178094071284,-3.9747142820247174,42.0,41.60211990279134
81,-3.9747142820247174,-3.9497107546423065,46.0,44.06702026938559
82,-3.9497107546423065,-3.9247072272598955,49.0,46.67793070789089
83,-3.9247072272598955,-3.8997036998774846,61.0,49.443496102122275
84,-3.8997036998774846,-3.874700172495074,56.0,52.37287267533069
85,-3.874700172495074,-3.849696645112663,55.0,55.47575817411658
86,-3.849696645112663,-3.824693117730252,51.0,58.762423823468566
87,-3.824693117730252,-3.799689590347841,56.0,62.24374816705517
88,-3.799689590347841,-3.77468606296543,69.0,65.93125288469516
89,-3.77468606296543,-3.7496825355830192,60.0,69.83714072177852
90,-3.7496825355830192,-3.7246790082006087,84.0,73.97433563658663
91,-3.7246790082006087,-3.6996754808181977,85.0,78.35652530300986
92,-3.6996754808181977,-3.674671953435787,94.0,82.99820610343527
93,-3.674671953435787,-3.649668426053376,89.0,87.91473075748294
94,-3.649668426053376,-3.624664898670965,94.0,93.12235873110092
95,-3.624664898670965,-3.599661371288554,99.0,98.6383095981845
96,-3.599661371288554,-3.574657843906143,105.0,104.48081951597923
97,-3.574657843906143,-3.5496543165237324,116.0,110.66920099539185
98,-3.5496543165237324,-3.5246507891413215,116.0,117.22390615512437
99,-3.5246507891413215,-3.4996472617589105,136.0,124.16659366373688
100,-3.4996472617589105,-3.4746437343764995,122.0,131.5201995694604
101,-3.4746437343764995,-3.4496402069940886,147.0,139.30901225068996
102,-3.4496402069940886,-3.4246366796116776,161.0,147.5587517193087
103,-3.4246366796116776,-3.3996331522292667,182.0,156.296653508994
104,-3.3996331522292667,-3.374629624846856,178.0,165.55155743752607
105,-3.374629624846856,-3.349626097464445,193.0,175.35400148342939
106,-3.349626097464445,-3.324622570082034,172.0,185.73632109284415
107,-3.324622570082034,-3.2996190426996233,193.0,196.73275420175258
108,-3.2996190426996233,-3.2746155153172123,212.0,208.3795523038688
109,-3.2746155153172123,-3.2496119879348013,246.0,220.71509789722782
110,-3.2496119879348013,-3.2246084605523904,236.0,233.78002865419444
111,-3.2246084605523904,-3.19960493316998,273.0,247.61736870284915
112,-3.19960493316998,-3.174601405787569,254.0,262.2726673936853
113,-3.174601405787569,-3.149597878405158,312.0,277.7941459687885
114,-3.149597878405158,-3.124594351022747,307.0,294.2328525572904
115,-3.124594351022747,-3.099590823640336,345.0,311.6428259551671
116,-3.099590823640336,-3.074587296257925,355.0,330.08126865017715
117,-3.074587296257925,-3.0495837688755145,387.0,349.60872958974187
118,-3.0495837688755145,-3.0245802414931036,405.0,370.28929720787255
119,-3.0245802414931036,-2.9995767141106926,408.0,392.1908032502362
120,-2.9995767141106926,-2.9745731867282816,430.0,415.3850379500792
121,-2.9745731867282816,-2.9495696593458707,467.0,439.9479771583703
122,-2.9495696593458707,-2.9245661319634597,485.0,465.96002201632797
123,-2.9245661319634597,-2.8995626045810488,513.0,493.5062518286154
124,-2.8995626045810488,-2.8745590771986382,552.0,522.6766907686048
125,-2.8745590771986382,-2.8495555498162273,536.0,553.5665891277458
126,-2.8495555498162273,-2.8245520224338163,558.0,586.276719789521
