bin,left,right,data,expected
0,-2.3979400086720375,-2.3879400086720377,0.0,1.9446663983198924e-08
1,-2.3879400086720377,-2.3779400086720375,0.0,1.962873720573562e-08
2,-2.3779400086720375,-2.3679400086720377,0.0,1.981748027115879e-08
3,-2.3679400086720377,-2.3579400086720375,0.0,2.0011369298929675e-08
4,-2.3579400086720375,-2.3479400086720377,0.0,2.0212788197110075e-08
5,-2.3479400086720377,-2.3379400086720374,0.0,2.0420156640170654e-08
6,-2.3379400086720374,-2.3279400086720377,0.0,2.0634594883404504e-08
7,-2.3279400086720377,-2.3179400086720374,0.0,2.0856580708719456e-08
8,-2.3179400086720374,-2.3079400086720376,0.0,2.1086015648127015e-08
9,-2.3079400086720376,-2.2979400086720374,0.0,2.1323255414137844e-08
10,-2.2979400086720374,-2.2879400086720376,0.0,2.1569057415090644e-08
11,-2.2879400086720376,-2.2779400086720374,0.0,2.1823144444400447e-08
12,-2.2779400086720374,-2.2679400086720376,0.0,2.2086124972703566e-08
13,-2.2679400086720376,-2.2579400086720374,0.0,2.2358508990593177e-08
14,-2.2579400086720374,-2.2479400086720376,0.0,2.264071462683961e-08
15,-2.2479400086720376,-2.2379400086720374,0.0,2.2932652650497414e-08
16,-2.2379400086720374,-2.2279400086720376,0.0,2.3236253579341752e-08
17,-2.2279400086720376,-2.2179400086720373,0.0,2.3549597336323805e-08
18,-2.2179400086720373,-2.2079400086720375,0.0,2.387560619343625e-08
19,-2.2079400086720375,-2.1979400086720373,0.0,2.421303881859848e-08
20,-2.1979400086720373,-2.1879400086720375,0.0,2.4563713865938847e-08
21,-2.1879400086720375,-2.1779400086720373,0.0,2.4927390368301887e-08
22,-2.1779400086720373,-2.1679400086720375,0.0,2.5304862802014797e-08
23,-2.1679400086720375,-2.1579400086720373,0.0,2.5696789841113988e-08
24,-2.1579400086720373,-2.1479400086720375,0.0,2.610438923035287e-08
25,-2.1479400086720375,-2.1379400086720377,0.0,2.6527693283398287e-08
26,-2.1379400086720377,-2.1279400086720375,0.0,2.6967967013759848e-08
27,-2.1279400086720375,-2.1179400086720372,0.0,2.742596534245574e-08
28,-2.1179400086720372,-2.1079400086720375,0.0,2.7901982042573393e-08
29,-2.1079400086720375,-2.0979400086720377,0.0,2.839772893699439e-08
30,-2.0979400086720377,-2.0879400086720374,0.0,2.8913781310462943e-08
31,-2.0879400086720374,-2.0779400086720377,0.0,2.9451738134435706e-08
32,-2.0779400086720377,-2.0679400086720374,0.0,3.001153296529233e-08
33,-2.0679400086720374,-2.0579400086720376,0.0,3.059579207150142e-08
34,-2.0579400086720376,-2.0479400086720374,0.0,3.1204895255657185e-08
35,-2.0479400086720374,-2.0379400086720376,0.0,3.184040801946108e-08
36,-2.0379400086720376,-2.0279400086720374,0.0,3.2503640465811795e-08
37,-2.0279400086720374,-2.0179400086720376,0.0,3.3196426815808525e-08
38,-2.0179400086720376,-2.0079400086720374,0.0,3.392006137865776e-08
39,-2.0079400086720374,-1.9979400086720376,0.0,3.4676559754475846e-08
