bin,left,right,data,expected
0,-1.3979400086720375,-1.3479400086720374,0.0,1.9832226440400645e-09
1,-1.3479400086720374,-1.2979400086720374,0.0,2.087451779953388e-09
2,-1.2979400086720374,-1.2479400086720376,0.0,2.2107846508712035e-09
3,-1.2479400086720376,-1.1979400086720375,0.0,2.357616770921239e-09
4,-1.1979400086720375,-1.1479400086720375,0.0,2.5337163931598143e-09
5,-1.1479400086720375,-1.0979400086720374,0.0,2.7465794179373666e-09
6,-1.0979400086720374,-1.0479400086720374,0.0,3.006192123293327e-09
7,-1.0479400086720374,-0.9979400086720375,0.0,3.3260068094326007e-09
8,-0.9979400086720375,-0.9479400086720375,0.0,3.724369886163378e-09
9,-0.9479400086720375,-0.8979400086720375,0.0,4.226789406902529e-09
10,-0.8979400086720375,-0.8479400086720374,0.0,4.869260701987316e-09
11,-0.8479400086720374,-0.7979400086720374,0.0,5.703586754496403e-09
12,-0.7979400086720374,-0.7479400086720375,0.0,6.805790801379722e-09
13,-0.7479400086720375,-0.6979400086720374,0.0,8.289904125578467e-09
14,-0.6979400086720374,-0.6479400086720375,0.0,1.0330975680889246e-08
15,-0.6479400086720375,-0.5979400086720374,0.0,1.3204625631705096e-08
16,-0.5979400086720374,-0.5479400086720374,0.0,1.7356802879917656e-08
17,-0.5479400086720374,-0.49794000867203747,0.0,2.353070905105458e-08
18,-0.49794000867203747,-0.4479400086720374,0.0,3.300506228647382e-08
19,-0.4479400086720374,-0.39794000867203744,0.0,4.8057116223214876e-08
20,-0.39794000867203744,-0.34794000867203745,0.0,7.289575423516066e-08
21,-0.34794000867203745,-0.2979400086720374,0.0,1.156166334997647e-07
22,-0.2979400086720374,-0.2479400086720374,0.0,1.9247138239210985e-07
23,-0.2479400086720374,-0.19794000867203732,0.0,3.376048574464216e-07
24,-0.19794000867203732,-0.14794000867203752,0.0,6.263019653147133e-07
25,-0.14794000867203752,-0.09794000867203746,0.0,1.2331832304945714e-06
26,-0.09794000867203746,-0.04794000867203742,0.0,2.5851476663294958e-06
27,-0.04794000867203742,0.002059991327962682,0.0,5.783462565863636e-06
28,0.002059991327962682,0.05205999132796272,0.0,1.3825720046919281e-05
29,0.05205999132796272,0.10205999132796248,0.0,3.530547531873513e-05
30,0.10205999132796248,0.15205999132796255,7.2021977693867e-05,9.60571009757605e-05
31,0.15205999132796255,0.20205999132796257,0.0,0.00027687428944784805
32,0.20205999132796257,0.25205999132796264,0.00011441818080584191,0.0008371739583868198
33,0.25205999132796264,0.30205999132796263,0.00040790124393105283,0.0026147024986215572
34,0.30205999132796263,0.35205999132796245,0.00299922452213566,0.008245469354169416
35,0.35205999132796245,0.40205999132796255,0.012919798066964458,0.025420282628531167
36,0.40205999132796255,0.4520599913279626,0.050174129107448506,0.07328477431985923
37,0.4520599913279626,0.5020599913279626,0.1497240001948662,0.1860941795966534
38,0.5020599913279626,0.5520599913279627,0.34128835991000467,0.3846524562699577
39,0.5520599913279627,0.6020599913279625,0.5578772769282306,0.5843896667566885
40,0.6020599913279625,0.6520599913279628,0.578129461814484,0.5733920090903526
41,0.6520599913279628,0.7020599913279626,0.3498861280829354,0.3093132590579586
42,0.7020599913279626,0.7520599913279624,0.11057282064347133,0.07521379883917838
43,0.7520599913279624,0.8020599913279627,0.016204330952428066,0.0064266413009943435
44,0.8020599913279627,0.8520599913279625,0.0006610325945336727,0.00013925096513471883
45,0.8520599913279625,0.9020599913279628,2.5615040000657142e-05,4.926352266893075e-07
46,0.9020599913279628,0.9520599913279626,0.0,1.5824322910153506e-10
47,0.9520599913279626,1.0020599913279629,0.0,2.1337523579673137e-15
48,1.0020599913279629,1.0520599913279627,0.0,0.0
49,1.0520599913279627,1.1020599913279625,0.0,0.0
50,1.1020599913279625,1.1520599913279628,0.0,0.0
51,1.1520599913279628,1.2020599913279626,0.0,0.0
52,1.2020599913279626,1.2520599913279629,0.0,0.0
53,1.2520599913279629,1.3020599913279627,0.0,0.0
54,1.3020599913279627,1.3520599913279625,0.0,0.0
55,1.3520599913279625,1.4020599913279628,0.0,0.0
56,1.4020599913279628,1.4520599913279626,0.0,0.0
57,1.4520599913279626,1.5020599913279629,0.0,0.0
58,1.5020599913279629,1.5520599913279627,0.0,0.0
59,1.5520599913279627,1.6020599913279625,0.0,0.0
60,1.6020599913279625,1.6520599913279628,0.0,0.0
61,1.6520599913279628,1.7020599913279626,0.0,0.0
62,1.7020599913279626,1.7520599913279629,0.0,0.0
63,1.7520599913279629,1.8020599913279627,0.0,0.0
64,1.8020599913279627,1.8520599913279625,0.0,0.0
65,1.8520599913279625,1.9020599913279628,0.0,0.0
66,1.9020599913279628,1.9520599913279626,0.0,0.0
67,1.9520599913279626,2.002059991327963,0.0,0.0
68,2.002059991327963,2.0520599913279627,0.0,0.0
69,2.0520599913279627,2.1020599913279625,0.0,0.0
70,2.1020599913279625,2.1520599913279628,0.0,0.0
71,2.1520599913279628,2.2020599913279626,0.0,0.0
72,2.2020599913279626,2.252059991327963,0.0,0.0
73,2.252059991327963,2.3020599913279627,0.0,0.0
74,2.3020599913279627,2.3520599913279625,0.0,0.0
75,2.3520599913279625,2.4020599913279628,0.0,0.0
76,2.4020599913279628,2.4520599913279626,0.0,0.0
77,2.4520599913279626,2.502059991327963,0.0,0.0
78,2.502059991327963,2.5520599913279627,0.0,0.0
79,2.5520599913279627,2.6020599913279625,0.0,0.0
